Business Id,Business Name,Address,By Appointment Only,Open On Weekend,Stars
Y4-pwu16Ld7aE8bpC7eCKw,Health,2811 Green Valley Pkwy Henderson NV 89014,1,0,2.5,
SB1sBTk1lxmVZU1aKHMyYg,Health,13555 W McDowell Rd Goodyear AZ 85395,1,0,2.5,
Vm-3z5OZ3acJvuWG4V1KyA,Health,3600 N 3rd Ave Phoenix AZ 85013,0,1,4.0,
1EznjRSmTFjPeY80ybyyqA,Health,6710 E Camelback Rd Ste 220 Scottsdale AZ 85251,1,0,4.5,
8bBAR2YOm8_e-xvYigsciA,Health,6710 E Camelback Rd Ste 220 Scottsdale AZ 85251,1,0,4.5,
4Mp8ALc5HCwV4nJTBJAwfA,Health,2580 S Decatur Blvd Ste 6 Westside Las Vegas NV 89102,0,1,4.0,
j8073AOyZGWGfSV4vAKGPQ,Health,1710 Kenilworth Ave Ste 210 Dilworth Charlotte NC 28203,1,0,4.5,
noOxyjorOyYQpWNwL-3-FQ,Health,4830 N Litchfield Rd Ste 105 Litchfield Park AZ 85340,1,1,4.5,
CDgv-AEDqc_VY1Uj9fZLXA,Health,3005 W Horizon Ridge Southeast Henderson NV 89052,1,0,2.0,
GiccmOuSfH5oWali99WKiw,Health,162 Jean Talon Est Montréal QC H2R,0,0,4.0,
0_LXqQGoJzd7KWIb5nEs3g,Health,2430 Horizon Ridge Pkwy Anthem Henderson NV 89052,1,0,2.0,
BQle5xwqqcx6N-iUk3xbYw,Health,7997 W Sahara Ave Ste 102 Westside Las Vegas NV 89117,0,1,5.0,
_Bm9rB71irJLcIg9S4Qftw,Health,2152 S Vineyard Bldg 5A Ste 111 Mesa AZ 85210,1,1,5.0,
rxHsmmNoMtghRWLXajNvCA,Health,2222 E Highland Ave Ste 400 Phoenix AZ 85016,1,0,3.5,
As_Cdoq_4a9h7wCw33ArLA,Health,9733 Northlake Centre Pkwy Charlotte NC 28216,1,1,1.5,
VijbjJSqgZXQzMaf3XRT7Q,Health,4611 E Shea Blvd Ste 160 Phoenix AZ 85028,1,0,5.0,
Yna7Av8pN0g2kPua7pM9qQ,Health,Atherton Lofts 2108 South Blvd Ste 202 South End Charlotte NC 28203,0,1,5.0,
MIRf5bLWw7VSHXS11mMsNQ,Health,2733 N Power Rd Ste 102-449 Mesa AZ 85207,0,1,2.5,
nCsH1m5Knb8lA8mVktBp1w,Health,4530 E Muirwood Dr Ste 114 Phoenix AZ 85048,1,1,5.0,
6rnxngm0PGhZVTI5TygPew,Health,2501 Southern Ave Ste 8 Tempe AZ 85282,0,0,3.0,
d_aVhk8s3ivQrPWgpCxd1Q,Health,3921 E Baseline Rd Ste 102 Gilbert AZ 85234,1,0,2.5,
jmoDh4ScoxXocyiX9z4MGw,Health,3549 E Brown Rd Ste 104 Mesa AZ 85213,1,0,5.0,
ixz6fOutTInGmIE-_g8ewQ,Health,3870 W Happy Valley Rd Ste 154 Phoenix AZ 85083,0,0,4.5,
m4IAJHVAbGxm5M2Lx3wvvg,Health,800 N Rainbow Blvd Ste 100 Las Vegas NV 89107,0,1,5.0,
wcEOr7sPLa3XXr_FrfEaNw,Health,2855 E Brown Rd Ste 23 Mesa AZ 85213,1,0,4.5,
dt0z8feRxhQ6JEAWpLfukQ,Health,2966 N Hayden Rd Scottsdale AZ 85251,0,1,4.5,
jZezd7XhblfZ33xyZXFRyA,Health,8402 Centennial Pkwy Ste 240 Centennial Las Vegas NV 89149,1,1,4.0,
yZ-qb1oJzlTXG_b1EPX4TA,Health,702 W Camelback Rd Ste 20 Phoenix AZ 85013,0,1,5.0,
OjOli4AVFkunu1smzPraeQ,Health,500 E Windmill Ln Ste 155 Southeast Las Vegas NV 89123,0,0,4.0,
_g_TE0OTKz1FnMwnL_EwJg,Health,6020 W Bell Rd Ste E-108 Glendale AZ 85308,0,1,4.5,
G6YW0QqVuFEpEkgt8U8SUQ,Health,2801 W Charleston Blvd Ste 201 Westside Las Vegas NV 89102,0,0,3.0,
Ea7Jl7tw0y60YuZ4SjGiPQ,Health,2730 S Val Vista Dr Bldg 7 Ste 137 Gilbert AZ 85295,1,0,3.0,
7LPR1wNdDEwLnnYtWo6Jxg,Health,1710 W Horizon Ridge Pkwy Ste 110 Henderson NV 89012,1,0,5.0,
U5F3-Z44SZiqHjka3-kYnw,Health,4290 E Indian School Rd Ste 119 Phoenix AZ 85018,0,1,5.0,
vhrcE-uvLch2jWYhc4aNZw,Health,2225 W. Main St Mesa AZ 85201,0,1,2.0,
BAIZkc_LwfIKJUkb7KxoIg,Health,Angel Blessings Wellness Spa 4485 S Buffalo Dr Spring Valley Las Vegas NV 89117,1,1,5.0,
ZgCZz3RtTEmBdGuFsDA6_g,Health,1703 Bethany Home Rd. Suite C01 Phoenix AZ 85015,1,0,4.0,
tki9Q_OtpV3vkojfMgLZfg,Health,12300 Las Vegas Blvd S Henderson NV 89044,1,0,3.0,
GcSxqe1qz9UuIrtd3lZllQ,Health,15147 N Scottsdale Rd Scottsdale AZ 85254,1,1,4.0,
edzHVFv5Kd9XdWTJUNVUMg,Health,7600 E Camelback Rd Ste 9 Scottsdale AZ 85251,1,0,5.0,
KKAbuwTTB1aNFSj8XpnEpw,Health,7110 E Mcdonald Dr Ste C2 Paradise Valley AZ 85253,1,0,5.0,
7JfPW7_rYhUzaxnv5Xg34w,Health,6370 W Flamingo Rd Ste 27 Spring Valley NV 89103,1,1,2.0,
oasv5I4lj1CVFSXA_6ekmQ,Health,6990 Smoke Ranch Las Vegas NV 89108,1,0,2.0,
h_abyG08wv9d-G9WD4YaJg,Health,2654 W Horizon Ridge Pkwy Anthem Henderson NV 89052,0,0,5.0,
h2emToWIxtkoadQjgF920Q,Health,243 S Kings Dr Myers Park Charlotte NC 28204,0,1,4.5,
Fwjy1WEhCWr4jcbUyiuU0g,Health,5463 S Durango Dr Ste 120E Spring Valley Las Vegas NV 89113,1,0,5.0,
5OBuvTBdixXeYNdsZ_9kiw,Health,2970 St. Rose Pkwy Ste 140 Anthem Henderson NV 89052,0,1,4.5,
QkZ_LKMLBY1EJyOxeZCsLw,Health,761 S Rainbow Blvd Ste 100 Westside Las Vegas NV 89145,0,0,3.0,
_KYLVHfEf45FHv30J1Dc9w,Health,9170 E Bahia Dr Ste 109 Scottsdale AZ 85260,1,1,4.5,
4hNjK7TpXjb86rfLDvL1lA,Health,4902 E Shea Blvd Ste 105 Phoenix AZ 85028,0,1,4.0,
OOvvzNN221zsAc7t2QHedQ,Health,15640 N 7th St Ste A 4 Phoenix AZ 85022,1,0,5.0,
hDsRpbuAzMYK8noNJ3cPWw,Health,2851 N Tenaya Way Ste 203 Las Vegas NV 89128,0,0,3.0,
ZJ3Qhy9uD0agerUh56XwhQ,Health,378 Victoria Avenue Westmount QC H3Z 2N1,0,1,4.0,
tHgYwQNibCCTe0uNFajHhg,Health,1001 E Warner Rd Ste 107 Tempe AZ 85284,1,0,5.0,
nomt0VoAGHGlr_QZv2lsrQ,Health,3011 S Lindsay Rd Ste 116 Gilbert AZ 85295,1,0,5.0,
SkbNgtsqFry4y41aJ-cB2w,Health,7350 S McClintock Dr Ste 104 Tempe AZ 85283,1,0,5.0,
Rwci2Nk8g92BMOsEIayNuA,Health,3730 West Happy Valley Road Suite 100 Glendale AZ 85310,0,1,2.5,
wKSNcYb2mlDNzeci1QGRPA,Health,7000 E Shea Blvd Ste 1310 Scottsdale AZ 85254,0,1,5.0,
2TY-Uud5LHTPwKJrl00ZbA,Health,7740 E Gelding Dr Ste 105 Scottsdale AZ 85260,1,1,5.0,
_x4hVsOORIJmqjMMx_MZRA,Health,8440 W Lake Mead Blvd Ste 110 Summerlin Las Vegas NV 89128,1,1,5.0,
fqaHRrYTSt-key7mpcDeLA,Health,Scottsdale Ear Nose and Throat 8752 E Via de Commercio Ste 1 Scottsdale AZ 85258,1,0,3.5,
S88MkYs9vjr2URZPmNrTWQ,Health,2011 Pinto Ln Ste 200 Downtown Las Vegas NV 89106,1,0,4.5,
pk91smNR2oMplcHgyQOowA,Health,6320 W Union Hills Dr Ste  B 1600 Glendale AZ 85308,0,0,2.0,
UVsIALlQYi3Rktcy3Uv3Sg,Health,7375 S Durango Dr Ste 105 Southwest Las Vegas NV 89113,0,1,4.0,
E86m0CdSXr3DsoPVxRHF7A,Health,625 N Gilbert Rd Ste 103 Gilbert AZ 85234,1,1,4.5,
Uo5PQ2m64tFseh5h8VscEA,Health,7124 E Becker Ln Ste A Scottsdale AZ 85254,1,1,5.0,
r6H64WF9YDhLmLBaLGJGtw,Health,5840 W Sunset Rd Spring Valley Las Vegas NV 89118,0,0,2.0,
oPb4sfxNAQx4BjCAxk7ldg,Health,1 Meadows Place The Meadows Edinburgh EH9 1JZ,1,0,4.5,
cFLI6ntHiF6M2yVyICmvDg,Health,10320 W Mc Dowell Rd Bldg I Ste 9030 Avondale AZ 85392,0,0,2.0,
XjbLt5WwjP9-cy3jjc7hyQ,Health,3211 N Tenaya Way Ste 122 Northwest Las Vegas NV 89129,0,0,3.5,
W2hmLVBpsqzlscEC4dG3zg,Health,7875 S Rainbow Blvd Ste 102 Spring Valley Las Vegas NV 89113,1,0,3.5,
05VNGxggOlnNC9Wn29v-PQ,Health,4315 Dean Martin Dr Ste 230 Las Vegas NV 89103,1,1,5.0,
bzV7hpqZlT-TT6fzOSGDbw,Health,366 W Lake Mead Pkwy Ste 100 Henderson NV 89015,1,1,3.5,
YpMaznSpbMzwriglYWpURw,Health,4611 E Shea Blvd Ste 230 Phoenix AZ 85028,1,0,4.5,
O7-O54xA54g_tyP3A9pXZQ,Health,3104 E Indian School Rd Ste 110 Phoenix AZ 85016,1,0,5.0,
WL-ITZuPOjH3tCrxTM9cUg,Health,5110 E Warner Ave Ste 100 Phoenix AZ 85044,1,0,3.5,
FJlNnrNdIEzDndUKzAYVLg,Health,4150 Blue Diamond Rd Ste 109 Southwest Las Vegas NV 89139,0,1,5.0,
dFAEZiFsP06NUsC85HdVew,Health,2632 N 20th St Phoenix AZ 85006,1,0,5.0,
yhjiAxUK9eAZures3D14WQ,Health,1964 E Baseline Rd Ste A101 Tempe AZ 85283,1,0,4.5,
LINlXPAeUagT_UL2lCcH0A,Health,4802 E Ray Rd Store F-5 Phoenix AZ 85044,0,1,4.0,
x1QsHJyLile5B_zy1DZvWA,Health,22150 N 20th St Ste 109 Phoenix AZ 85024,1,0,5.0,
ZMFv6AyL7dL7pblNp9gQcA,Health,3663 E Sunset Rd Ste 508 Southeast Las Vegas NV 89120,0,1,4.5,
D34hbrWuKMp7jkjIxgtT-A,Health,800 North Rainbow Ste 148 Las Vegas NV 89107,1,1,5.0,
U3eGHFBScT9eWWLaLa2jdA,Health,12620 N Cave Creek Rd Ste 7 Phoenix AZ 85022,1,1,5.0,
45ZWrX9p0iiXumtI-4Ix5A,Health,6635 W. Happy Valley Rd. Ste. A-101 Glendale AZ 85310,0,1,5.0,
gm_ZlQ823z2ZHWd3EQMBdw,Health,10911 S Eastern Ave Anthem Henderson NV 89052,1,0,2.5,
ILR7O-7tbfcLTlUume3vGQ,Health,4425 E Agave Rd Bldg 9 Ste 148 Phoenix AZ 85044,1,0,3.5,
ez2Hk70TZOOzw4vcRohykw,Health,15653 N Reems Rd Ste 110 Surprise AZ 85374,1,1,5.0,
adjvzkry0oWMPcTwfuubiw,Health,17050 N Thompson Peak Pkwy Ste B-120 Scottsdale AZ 85255,1,0,2.5,
mm6dcE7Zhnz85bhK8Lj0CQ,Health,825 S 7th St Downtown Las Vegas NV 89101,0,0,5.0,
tSsf701lPVTw9MRzmDp-FQ,Health,3303 S Lindsay Rd Ste 109 Gilbert AZ 85297,1,0,3.5,
_BTtZhf_L_dsii3NAKB-MQ,Health,9925 W McDowell Rd Ste 102 Avondale AZ 85392,0,1,4.0,
md2QmDET0QJyk5VsyWvoFA,Health,15530 W Roosevelt St Ste D101 Goodyear AZ 85338,0,1,3.0,
v552FA_ROE4dspS0kmmnCw,Health,720 E Thunderbird Rd Ste 4 Phoenix AZ 85022,1,1,5.0,
q9foydlLoBQoyo8PgIOOag,Health,4355 W Spring Mountain Rd Unit 206 Chinatown Las Vegas NV 89102,0,1,4.0,
ALlSeYcEMfRX9pY05gi5cw,Health,924 W Chandler Blvd Chandler AZ 85225,1,0,3.0,
Gach8cKlNzXmW_KjWjzvuQ,Health,8871 W Sahara Ave The Lakes Las Vegas NV 89117,1,0,5.0,
E8r3_q-MKX_fRv7cCPGiAA,Health,5255 S Decatur Blvd Ste 109 Spring Valley Las Vegas NV 89118,0,1,3.0,
brRLTlAA3Y_KW4paeN7wYA,Health,1000 Shadow Ln Downtown Las Vegas NV 89102,1,0,4.0,
pe_-o0dEwfff5i3DttnLBg,Health,3041 W Horizon Ridge Pkwy Southeast Henderson NV 89052,1,1,3.0,
K4421CTqp_vwllbRRPYjug,Health,1515 N 9th St Ste B Phoenix AZ 85006,1,0,4.0,
SHqtcQ-aHmZjQng-DhRZLQ,Health,6671 Smoke Ranch Rd Las Vegas NV 89108,0,1,3.0,
SszRMhKn00Jjzxo2lMj2yw,Health,1120 S Gilbert Rd Mesa AZ 85204,0,1,3.0,
c6mz9-uM3ADVdJ9qfM7h_A,Health,3247 E Bell Rd Phoenix AZ 85032,0,1,3.0,
WwJj5_94lX93MsnGhaYa5g,Health,6501 E Greenway Pkwy Scottsdale AZ 85254,0,1,4.0,
8GBaNDs727c2EasZb7phXA,Health,405 Grantchester Cir Charlotte NC 28262,1,1,4.0,
S5OvJs7w4XNrAR1rzoOCOw,Health,8402 W Centennial Centennial Las Vegas NV 89149,1,0,2.0,
y3d3-67C4R46CTiBkZbDvg,Health,1641 E Guadalupe Rd Gilbert AZ 85234,0,1,4.0,
ZNwu4HbcTPvZ7U8lWylrFQ,Health,3170 N Rainbow Blvd Northwest Las Vegas NV 89108,0,0,4.5,
tZZzrQbHVv8KNpWXsAwP8Q,Health,9500 W Flamingo Rd Ste 200 Spring Valley Las Vegas NV 89147,1,0,5.0,
UWk8huU3ziycZZ1HBTBAZQ,Health,9522 E San Salvador Dr Ste 204 Scottsdale AZ 85258,1,0,5.0,
e2QFhfsr33DpcgCXeKPEEA,Health,6925 E 5th Ave Ste 111 Scottsdale AZ 85251,1,1,5.0,
Yy_ln9PIgYbx9cA2MMMEGA,Health,7450 E Pinnacle Peak Rd #156 Scottsdale AZ 85255,1,0,3.5,
Ui46RYGiMnEB-MsuevoXcA,Health,7380 W Sahara Ave Ste 100 Westside Las Vegas NV 89117,1,0,5.0,
0WTm_OanKCdNXZ62AI5bjA,Health,12409 W Indian School Rd Ste B-210 Avondale AZ 85392,0,0,5.0,
6SKMzWtsgKDZVN_H8buhgw,Health,1213 W 5th St Tempe AZ 85281,1,1,5.0,
ox2L_gt3zZibLqOZ0pNNPw,Health,8877 W Union Hillds Dr Ste 300 Peoria AZ 85382,1,0,4.5,
t2hatIZNbWgcnp9ZanSk8w,Health,3921 E Baseline Rd Ste 110 Gilbert AZ 85234,0,0,2.0,
PXo9zC_oaE4pd96OHdTLIA,Health,2055 E Southern Ave Ste E Tempe AZ 85282,1,1,2.0,
NJVBIGhODizJ2kRhWm1Zmg,Health,2655 S Maryland Pkwy Eastside Las Vegas NV 89109,0,1,1.5,
t9mnsomZXx39YQm50nJREQ,Health,21681 N 77th Ave Ste 1400 Peoria AZ 85382,1,1,5.0,
tXZ9XPoJutsGpWLjlfu2yQ,Health,13856 W Waddell Rd Ste 103 Surprise AZ 85379,1,1,3.0,
NYeJr3G-tEB3BCp_80O5Xg,Health,2131 E Camelback Rd Ste 102 Phoenix AZ 85016,1,0,3.5,
uHtn_Yh_8T_-HcgDA3OEDw,Health,10249 W Thunderbird Blvd Ste 300 Sun City AZ 85351,0,1,4.0,
GeoQQA-cKLeZvkOrB1jxHw,Health,Beauty Studios 7155 W Campo Bello Dr Bldg A Ste 12 Glendale AZ 85308,1,1,5.0,
8AUftQOvr8BZ0AArXJEfYw,Health,10240 North 43rd Avenue Ste. 3 Glendale AZ 85302,0,1,4.0,
avrYHFdqbbCb4o63nPgNEA,Health,7510 W Sahara Ave Westside Las Vegas NV 89117,1,0,4.0,
aVETs4peva3q3j4lRnHGEw,Health,3701 Forbes Ave Oakland Pittsburgh PA 15213,0,1,3.5,
t3tVcZzM3PsJJkSBiPfGUQ,Health,6808 N Dysart Rd Ste 136 Glendale AZ 85307,0,0,4.5,
VK33754uQwVLJ29pS2Nt7Q,Health,2065 S Cottonwood Dr Ste 1 Tempe AZ 85282,1,1,3.5,
ZGeGk2M2plNH8JjHNoubgg,Health,5201 Baum Blvd Bloomfield Pittsburgh PA 15224,0,0,3.5,
y-faCMeHBsDK9CO0XdmsVQ,Health,3505 S. Mercy Road Gilbert AZ 85297,1,0,1.0,
UIbo_w3AIAurnQr4QXhxzQ,Health,2200 W Bethany Home Rd Ste 10 Phoenix AZ 85015,0,0,5.0,
z-VQijgXv8gika_FoWkzHA,Health,Solutions For Life Naturally 10722 Carmel Commons Blvd Ste 450 Charlotte NC 28226,1,0,5.0,
zKB8YXy-l2ULvjA5V9FOpg,Health,4545 N Hunt Hwy Florence AZ 85132,0,0,2.0,
XrvX9Stvl5Nbd0vXU_Vtcw,Health,Llaca Chiropractic LLC 7555 E Osborn Rd Ste 102 Scottsdale AZ 85251,1,1,5.0,
hb0v6z0heZ6nktFTtTev2Q,Health,507 W Main St Ste C Waunakee WI 53597,0,0,5.0,
gjWZIYIAcPa9nvig5FBQbA,Health,4700 E Thomas Rd Ste 100 Phoenix AZ 85018,1,0,5.0,
HxXsPb9iFOqm0mfT0W9tmA,Health,9767 N 91st St Ste 102 Scottsdale AZ 85258,1,1,5.0,
enHH6f4herzXxHN3VT6OrQ,Health,1815 W Charleston Blvd Ste 5 Downtown Las Vegas NV 89117,1,1,4.5,
qsN-DuYV2pP6XkP5JaB_-g,Health,1520 W Guadalupe Rd Ste 108 Gilbert AZ 85233,1,0,3.5,
GXTQBw1vbbFY5l9dXpn5Hg,Health,10410 Park Rd Ste 500 Charlotte NC 28210,1,0,5.0,
776VOPViqaVniFIVttChyw,Health,1000 S Rainbow Blvd Westside Las Vegas NV 89117,0,0,2.0,
fe-xalZHOXQ6gs0mALZIwg,Health,2302 W Greenway Rd Phoenix AZ 85023,1,1,3.5,
m8cM5vHkAXZgv_38JIni_g,Health,655 S Green Valley Pkwy Ste 100 Henderson NV 89052,0,1,3.5,
i61XaReYlWzFZ7dJh6kDGQ,Health,6169 S Rainbow Blvd Ste 105 Spring Valley Las Vegas NV 89118,1,0,5.0,
dSC8ZZ_zqWn4HcTA2dzO3w,Health,727 E Bethany Home Rd Ste A-100 Phoenix AZ 85014,1,0,5.0,
N4frGxDSaUXi1gk3uFXwzw,Health,4852 E Baseline Rd Ste 107 Mesa AZ 85206,0,0,3.5,
r4PjsVgfNoSIEfWZIq81pQ,Health,3019 Saint Rose Pkwy Anthem Henderson NV 89052,1,1,5.0,
mAN8Oc2Rn5isX3K0Qim1Jw,Health,1818 E Sky Harbor Circle North Bldg 2 Ste 150 Phoenix AZ 85034,0,0,3.0,
4mfUbp-heeBZ6zyVf0DVyw,Health,3545 Fort Apache Ste 125 Spring Valley Las Vegas NV 89147,0,1,4.0,
9Ul_dWsyDTImuE9sQ398Mg,Health,801 W Ray Rd Chandler AZ 85225,0,1,5.0,
EjfPCVuJefSa5EJptKw5Dw,Health,3201 N 3rd St Phoenix AZ 85012,0,0,4.0,
aJGUUntbsB6WJChmPNruvg,Health,9640 W Tropicana Ave Ste 116 Spring Valley Las Vegas NV 89147,1,0,2.5,
WkuzVRSyDqYI-pAskn_eAw,Health,1515 E Missouri Ave Ste 101 Phoenix AZ 85014,1,0,4.5,
Xotu8sxEdcFgaWGYV-GkIg,Health,4020 North 19th Ave. Phoenix AZ 85015,0,1,2.0,
cwRIrKcmIbmIhKjQM4s8dw,Health,2451 Professional Ct Ste 110 Las Vegas NV 89128,0,0,2.5,
NuH3dEiBsRzp736ftxRaKw,Health,1524 E Morehead St Myers Park Charlotte NC 28207,1,0,2.0,
EBOBJgNjKp5yo5lDR1stBg,Health,7025 E 1st Ave Ste 7 Scottsdale AZ 85251,1,1,5.0,
jCKB3T8zmqAMpA8ml5cMyg,Health,4545 E Chandler Blvd Ste 305 Phoenix AZ 85048,0,0,5.0,
4TaLv5edMhuET1LeljmjvQ,Health,North Valley Center for Oral and Implant Surgery PC 4025 W Bell Rd Ste 9 Phoenix AZ 85053,1,0,4.0,
_OWAtzGtt8LuhBEteM0IGQ,Health,4840 E Indian School Rd Ste 107 Phoenix AZ 85018,1,0,5.0,
3tcXS98O3Xwmp63lClKb2Q,Health,Henderson NV 89074,1,1,5.0,
oKqlboy8GXa1Idn-QzTWQg,Health,4252 N Verrado Way Ste 105 Buckeye AZ 85396,1,0,3.5,
vtD63fb2pCKIAFZs-M-kWQ,Health,Magee-Womens Hospital 300 Halket St Ste 5770 Oakland Pittsburgh PA 15213,1,0,5.0,
SjYQ3ueZbo6yn7l6kTwKcg,Health,9061 E Baseline Rd Ste B-101 Mesa AZ 85209,1,0,2.5,
zx6iPJg8nLkgzD_7p3qOnA,Health,6900 E Camelback Rd Ste 900 Scottsdale AZ 85251,1,0,4.0,
uXdeVAU0vRpDlbzzKoRAwQ,Health,6610 Fairview Rd South Park Charlotte NC 28210,0,1,4.0,
mmTNTLJJUD8H09mCN2NiOQ,Health,5830 Ellsworth Ave Ste 620 Shadyside Pittsburgh PA 15232,1,0,2.5,
kBU1sIMEgyRnh4_lE6bY1g,Health,940 East University Drive Suite 105 Tempe AZ 85281,0,1,2.5,
gssEq_IDxycMpoZJCuakBw,Health,16601 N 40th St Ste 125 Phoenix AZ 85032,1,0,4.5,
UNapjQbbnm8diP2nr6RvLw,Health,3126 S Higley Rd Ste 109 Gilbert AZ 85297,0,1,4.0,
Ez1PC4x518Jnld1Ls7NX1g,Health,2121 W Chandler Blvd Ste 110 Chandler AZ 85224,0,0,4.0,
RXehSrZPiEnvFhv_z_oIcA,Health,9035 N 43rd Ave Ste H Phoenix AZ 85051,1,1,2.5,
AqvdTk4qEe_pw8TEtc86fg,Health,7670 W Sahara Ave Westside Las Vegas NV 89117,1,0,5.0,
fR4cDsEoYJr04fXkoi0kfA,Health,6900 N Pecos Dr North Las Vegas NV 89081,1,0,3.5,
QUG7OI7lQWZuhbbKbBl1CA,Health,2030 W Baseline Rd Ste 176 Phoenix AZ 85041,1,0,3.0,
sFwNsBd56Bw9kSUy4gVfXw,Health,475 E Bell Rd Ste 180 Phoenix AZ 85022,0,0,3.5,
c5H6EM4WGh3GzRj1bH8b2A,Health,900 North 54th Street Suite 4 Chandler AZ 85226,1,1,2.5,
cOGJDyPHYVXU7lJOxO3a1Q,Health,6850 N Durango Dr Ste 406 Centennial Las Vegas NV 89149,1,0,4.0,
qnDDGMuGtwAgl5n-yyZWFA,Health,3211 N Tenaya Way S Ste 106 Northwest Las Vegas NV 89129,0,0,5.0,
204_6ZlNOdPEYzSzZtoG4Q,Health,1720 E Warner Rd Ste 8 Tempe AZ 85284,1,1,4.5,
KRB69tGnBLFjd6TO_t-_lQ,Health,4848 E Cactus Rd Ste 620 Scottsdale AZ 85254,1,0,4.0,
MmK_9sInYq0BS2SYPbJmDQ,Health,202 E Earll Dr Ste 360 Phoenix AZ 85012,0,0,3.5,
8-5mNA5OJC6BKMNoxAe9Rw,Health,Summerlin Hospital Medical Center 653 N Town Center Dr Ste 308 Summerlin Las Vegas NV 89144,1,0,4.0,
P25S-YWHmzH-0BfoV3crRQ,Health,1634 S Priest Dr Unit 101 Tempe AZ 85281,1,1,3.5,
lFMG7hSP5sLxLryeoeXAsA,Health,7342 E Thomas Rd Scottsdale AZ 85382,0,1,4.0,
44A0s2BYbSpkyiO5VxU_ng,Health,21755 N 77th Ave Bldg E Unit 1200 Peoria AZ 85382,1,0,2.5,
MIQ0VlS1zW7QkDDapEf5jQ,Health,37100 N Gantzel Rd Ste 106 San Tan Valley AZ 85140,1,1,2.5,
1It6q3SJ27pwWWCr7kih6w,Health,5410 N Scottsdale Rd Ste D 500 Scottsdale AZ 85253,1,1,5.0,
3pmoIWNE-KESSUK3OII60g,Health,4232 W Bell Rd Phoenix AZ 85308,0,1,2.5,
9fHZTgqVkMpNZrYSr4P3fA,Health,4425 E Agave Rd Bldg 4 Ste 113 Phoenix AZ 85044,1,1,5.0,
_8s9AzUIJNx2aB1kUy5GgQ,Health,2051 W Chandler Blvd Ste 5 Chandler AZ 85224,0,0,4.0,
v92HPOxT-SZvFGw8xsktOg,Health,17900 N. Porter Road Maricopa AZ 85138,1,1,3.0,
4cYoIWa9ZKMLWsU1ovAizQ,Health,430 W Warner Rd Ste B-105 Tempe AZ 85284,0,0,4.5,
2eODYNff_cHwKCyUVSN4nw,Health,10561 Jeffreys St Ste 211 Southeast Henderson NV 89052,1,0,2.5,
L1yZbQkVMsbHhdWjmJYXYA,Health,9745 West Bell Road Ste. 100 Sun City AZ 85351,0,1,5.0,
UVvf0RoRO1FVvNrjinf8YA,Health,1442 E Chandler Blvd Ste 110 Phoenix AZ 85048,0,0,5.0,
BEb9cAsAmbM_15e3YRFzZw,Health,4401 E. McKellips Road Ste. 102 Mesa AZ 85215,0,1,2.5,
n8aGNNKRvPswpX9ipNSl_A,Health,17490 N 93rd St Scottsdale AZ 85255,1,0,3.5,
iBCz4qIE2LKW_zfE7-D3kQ,Health,1719 Monroe St Vilas Madison WI 53711,1,1,4.5,
-z9ai8Sn2LT15GgSmYSwJw,Health,14155 W Bell Rd Ste 107 Surprise AZ 85374,0,1,3.0,
X-1bTkkxPZF2eqjzpEDdQg,Health,1468 N Litchfield Rd Ste M-6 Goodyear AZ 85395,0,1,4.0,
DjHa0kfo8wbRo5dox00vOg,Health,6106 E Brown Rd Ste 101 Mesa AZ 85205,0,0,2.5,
oHnuV9Sg9-JAFOmLR7tQvA,Health,4001 E Baseline Rd Ste 202 Gilbert AZ 85234,1,0,2.0,
1NUrYIbJdvsGZ88yMMS2jg,Health,16641 N 40th St Ste 1 Phoenix AZ 85032,0,0,5.0,
5Ix5Gmiaac5adkaFj2fAew,Health,37100 N Gantzel Rd Ste 214 San Tan Valley AZ 85140,1,0,4.5,
zCjDMbcTLTHHQPCjuhsC8w,Health,3870 W Ann Rd Ste 120 North Las Vegas NV 89031,1,0,4.5,
NXMDoQtw8SOOYKZHtgbDKw,Health,14001 N 7th St Ste B103 Phoenix AZ 85022,1,1,4.5,
H2h_A9m1S3cD35nYtYdcwQ,Health,1225 Ft Apache Rd Westside Las Vegas NV 89117,0,0,2.5,
Cpjt0CxAEmVSgUVsaB30DA,Health,3365 E Flamingo Rd Ste 2 Eastside Las Vegas NV 89121,0,1,4.5,
yWXl-V_2IoPZc02_1oMfbg,Health,2662 W Horizon Ridge Pkwy Anthem Henderson NV 89052,0,0,2.0,
k_PKdh26zn3MHUYVTkozwQ,Health,8418 E Shea Blvd Ste 101B Scottsdale AZ 85260,1,0,5.0,
fbiwRSeQ-X_2FaMNppLrNw,Health,8418 E Shea Blvd Ste 101B Scottsdale AZ 85260,1,0,5.0,
0W-ZHSjAJ6shWGazaaql9w,Health,9090 W Post Rd Ste 100 Spring Valley Las Vegas NV 89148,1,0,4.5,
V3XhuBpW1fG1nn_Xgxu_nw,Health,284 Fisk St Lawrenceville Pittsburgh PA 15201,1,0,5.0,
Qd12-z8Ss4pdqQim0yetKw,Health,1706 East Southern Ave Tempe AZ 85282,0,1,3.0,
KvVjw6z63sRbfnXrgUTyxw,Health,3780 W Happy Valley Rd Glendale AZ 85310,1,1,3.5,
PXpoCcwonc25d3lXluBnSQ,Health,8415 N Pima Rd Ste 155 Scottsdale AZ 85258,0,1,5.0,
-g3qShigmI2Ew70RxgUr-Q,Health,437 State St Capitol Madison WI 53703,0,1,4.5,
